id,lat,lng,fast,overhead,sv,combined,has_sv,reason
R00414,37.130895,-122.122855,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows dense vegetation including trees and ivy-covered surfaces, but no wood poles, crossarms, or uninsulated conductors can be identified."
R00415,37.131024,-122.135552,4,-1,5,5,True,"Overhead distribution conductors are visible on the right side crossing the road at upper right. Tall redwoods and dense tree crowns are directly adjacent and above conductor height, with foliage appearing to touch/overhang the lines within a few feet, indicating a violation-level condition."
R00416,37.131043,-122.120808,4,-1,4,4,True,"A wood distribution pole with crossarm is visible on the left side, with conductors running left across the frame. Large trees on the left near the pole have crowns at or above conductor height within roughly 10-15 ft, and vegetation appears close to the line, placing it in the ~12 ft envelope range."
R00417,37.131077,-122.108833,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. While there are power lines visible on the left side of the image, they appear to be service lines or telecom-only lines. The road is heavily vegetated on both sides with trees and shrubs, but without visible distribution infrastructure to evaluate, the clearance assessment is not applicable."
R00418,37.131089,-122.110491,4,-1,5,5,True,"Overhead distribution conductors span the road from the pole at left and continue down the corridor to a pole near center-right. Tall trees (redwoods/conifers) crowd both sides with crowns well ABOVE conductor height, and foliage on the left appears to be touching or within a few feet of the lines. Violation-level proximity."
R00419,37.131147,-122.107715,3,-1,5,5,True,"Overhead distribution conductors are visible running from the utility pole (center) toward the right across the corridor. Large trees on the right side have crowns AT and ABOVE conductor height, with foliage overhanging/touching the lines within a few feet, indicating a violation-level clearance condition."
R00420,37.131154,-122.123483,3,-1,5,5,True,"Overhead distribution conductors are visible on the left side of the image crossing the road at pole height. Tall redwood trees line both sides of the corridor with crowns well ABOVE conductor height, and foliage appears to be touching or immediately overhanging the lines (within a few feet), indicating a violation-level clearance concern with severe fall-in risk."
R00421,37.131198,-122.134220,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the sky from upper left. Dense tree foliage and tall redwoods (crowns well ABOVE conductor height) crowd the lines on both sides, with vegetation appearing to touch/overhang the wires near the center-left crown, indicating violation-level encroachment."
R00422,37.131296,-122.105318,0,-1,0,0,True,"No overhead distribution lines are visible in this image. The scene shows a campground area surrounded by tall trees, but no wood poles, crossarms, or uninsulated conductors are present in the frame."
R00423,37.131311,-122.120097,3,-1,4,4,True,"Overhead conductors are visible crossing the sky from upper right toward the center/left. Tall trees on both sides reach at or above conductor height, with dense tree crowns on the right beside the line within the recommended clearance envelope."
R00424,37.131336,-122.136114,4,-1,4,4,True,"A distribution conductor is faintly visible spanning the road on the left side, with wire descending from the tree area on the left. Tall redwoods and dense tree crowns are at or above conductor height directly beside and overhanging the corridor, well within the recommended clearance envelope."
R00425,37.131341,-122.119508,4,-1,5,5,True,"A wood distribution pole is visible on the right with conductors spanning across the road (visible as lines crossing upper portion). Tall conifer and other trees on both sides reach at or above conductor height, with foliage directly adjacent to and overhanging the line span — vegetation is essentially touching/within a few feet of the conductors, a violation-level condition."
R00426,37.131384,-122.109302,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the upper portion of the image. A large tree's crown is at and above conductor height, with foliage directly touching/overhanging the lines, indicating a violation-level clearance issue."
R00427,37.131433,-122.122809,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential road in a forest with tall redwood/conifer trees on both sides, but no electric utility poles, crossarms, or uninsulated conductors are discernible."
R00428,37.131437,-122.121440,2,-1,2,2,True,"Overhead distribution conductors visible on wood pole at left side of image. Tall conifer and broadleaf trees are present in the corridor, but the nearest vegetation crowns are below conductor height. Trees are in the vicinity of the line but do not appear to be within the 4–12 ft clearance envelope or presenting immediate fall-in risk at this viewpoint."
